Pair ID,Explanation
pair_53,"'C' is more expensive plan than and is shorter plan than and is slower plan than 'T'. 'C' is slower plan than 'A' and 'D' and 'G' and 'H' and 'I' and 'K' and 'L' and 'N' and 'Q' and 'R' and 'S'. 'C' is worse plan than 'A' and 'D' and 'G' and 'H' and 'I' and 'K' and 'L' and 'N' and 'R' and 'S'. 'C' is more expensive plan than 'B' and 'D' and 'G' and 'I' and 'K' and 'N' and 'Q' and 'R' and 'S'. 'C' has expected makespan 'C makespan', which has a higher value than 'T makespan'; while 'T' has expected makespan 'T makespan'. 'C' has number of tasks 'C number of tasks'; while 'T' has number of tasks 'T number of tasks', which has a higher value than 'C number of tasks'. 'C' has cost 'C cost', which has a higher value than 'T cost'; while 'T' has cost 'T cost'. 'A makespan' has a higher value than 'T makespan', while 'C makespan' has a higher value than 'A makespan', while 'D makespan' has a higher value than 'T makespan', while 'G makespan' has a higher value than 'T makespan', while 'H makespan' has a higher value than 'T makespan', while 'I makespan' has a higher value than 'T makespan', while 'K makespan' has a higher value than 'T makespan', while 'L makespan' has a higher value than 'T makespan', while 'N makespan' has a higher value than 'T makespan', while 'Q makespan' has a higher value than 'T makespan', while 'R makespan' has a higher value than 'T makespan', while 'S makespan' has a higher value than 'T makespan'. 'T makespan' has value '22.1', while 'C makespan' has value '49.8'. 'T number of tasks' has value '6.2', while 'C number of tasks' has value '6.0'. 'T cost' has value '35.9', while 'C cost' has value '67.8'. 'C makespan' has a higher value than 'D makespan', and 'G makespan', and also has a higher value than 'H makespan', and also has a higher value than 'I makespan', and also has a higher value than 'K makespan', and also has a higher value than 'L makespan', and also has a higher value than 'N makespan', and also has a higher value than 'Q makespan', and also has a higher value than 'R makespan', and also has a higher value than 'S makespan', and 'C cost' has a higher value than 'B cost', and 'D cost', and also has a higher value than 'G cost', and also has a higher value than 'I cost', and also has a higher value than 'K cost', and also has a higher value than 'N cost', and also has a higher value than 'Q cost', and also has a higher value than 'R cost', and also has a higher value than 'S cost', and 'B cost' has a higher value than 'T cost', and 'D cost' has a higher value than 'T cost', and 'G cost' has a higher value than 'T cost', and 'I cost' has a higher value than 'T cost', and 'K cost' has a higher value than 'T cost', and 'N cost' has a higher value than 'T cost', and 'Q cost' has a higher value than 'T cost', and 'R cost' has a higher value than 'T cost', and 'S cost' has a higher value than 'T cost'. 'A' is slower plan than 'T'. 
"
pair_54,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'E'. 'D' is more expensive plan than 'A' and 'B' and 'F' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'P' and 'R' and 'T'. 'D' is slower plan than 'B' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'R' and 'T'. 'D' is longer plan than 'A' and 'H' and 'I' and 'K' and 'P' and 'R'. 'D' is worse plan than 'H' and 'I' and 'O' and 'P' and 'R'. 'D' has expected makespan 'D makespan', which has a higher value than 'E makespan'; while 'E' has expected makespan 'E makespan'. 'D' has number of tasks 'D number of tasks', which has a higher value than 'E number of tasks'; while 'E' has number of tasks 'E number of tasks'. 'D' has cost 'D cost', which has a higher value than 'E cost'; while 'E' has cost 'E cost'. 'D' is plan with same number of tasks as 'S'. 'B makespan' has a higher value than 'E makespan', while 'D makespan' has a higher value than 'B makespan', while 'H makespan' has a higher value than 'E makespan', while 'I makespan' has a higher value than 'E makespan', while 'J makespan' has a higher value than 'E makespan', while 'L makespan' has a higher value than 'E makespan', while 'N makespan' has a higher value than 'E makespan', while 'O makespan' has a higher value than 'E makespan', while 'R makespan' has a higher value than 'E makespan', while 'T makespan' has a higher value than 'E makespan'. 'E makespan' has value '17.2', while 'D makespan' has value '31.4'. 'E number of tasks' has value '2.8', while 'D number of tasks' has value '4.5'. 'E cost' has value '12.2', while 'D cost' has value '42.9'. 'D makespan' has a higher value than 'H makespan', and 'I makespan', and also has a higher value than 'J makespan', and also has a higher value than 'L makespan', and also has a higher value than 'N makespan', and also has a higher value than 'O makespan', and also has a higher value than 'R makespan', and also has a higher value than 'T makespan', and 'D number of tasks' has a higher value than 'A number of tasks', and 'H number of tasks', and also has a higher value than 'I number of tasks', and also has a higher value than 'K number of tasks', and also has a higher value than 'P number of tasks', and also has a higher value than 'R number of tasks', and 'D cost' has a higher value than 'A cost', and 'B cost', and also has a higher value than 'F cost', and also has a higher value than 'H cost', and also has a higher value than 'I cost', and also has a higher value than 'J cost', and also has a higher value than 'L cost', and also has a higher value than 'N cost', and also has a higher value than 'O cost', and also has a higher value than 'P cost', and also has a higher value than 'R cost', and also has a higher value than 'T cost', and 'A number of tasks' has a higher value than 'E number of tasks', and 'H number of tasks' has a higher value than 'E number of tasks', and 'I number of tasks' has a higher value than 'E number of tasks', and 'K number of tasks' has a higher value than 'E number of tasks', and 'P number of tasks' has a higher value than 'E number of tasks', and 'R number of tasks' has a higher value than 'E number of tasks', and 'S number of tasks' has a higher value than 'E number of tasks', and 'A cost' has a higher value than 'E cost', and 'B cost' has a higher value than 'E cost', and 'F cost' has a higher value than 'E cost', and 'H cost' has a higher value than 'E cost', and 'I cost' has a higher value than 'E cost', and 'J cost' has a higher value than 'E cost', and 'L cost' has a higher value than 'E cost', and 'N cost' has a higher value than 'E cost', and 'O cost' has a higher value than 'E cost', and 'P cost' has a higher value than 'E cost', and 'R cost' has a higher value than 'E cost', and 'T cost' has a higher value than 'E cost'. 'A' is worse plan than 'E', and 'B' is worse plan than 'E', and 'H' is worse plan than 'E', and 'L' is worse plan than 'E'. 'A' is more expensive plan than 'E', and 'F' is more expensive plan than 'E'. 'D number of tasks' has the same value as 'S number of tasks'. 'A' is longer plan than 'E'. 'B' is slower plan than 'E'. 
"
pair_55,"'D' is more expensive plan than and is shorter plan than and is slower plan than 'F'. 'D' is more expensive plan than 'A' and 'B' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'P' and 'R' and 'T'. 'D' is slower plan than 'B' and 'E' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'P' and 'R' and 'T'. 'D' is worse plan than 'E' and 'H' and 'I' and 'O' and 'P' and 'R'. 'D' has expected makespan 'D makespan', which has a higher value than 'F makespan'; while 'F' has expected makespan 'F makespan'. 'D' has number of tasks 'D number of tasks'; while 'F' has number of tasks 'F number of tasks', which has a higher value than 'D number of tasks'. 'D' has cost 'D cost', which has a higher value than 'F cost'; while 'F' has cost 'F cost'. 'D' is shorter plan than 'L'. 'D' is plan with same number of tasks as 'S'. 'B makespan' has a higher value than 'F makespan', while 'D makespan' has a higher value than 'B makespan', while 'E makespan' has a higher value than 'F makespan', while 'H makespan' has a higher value than 'F makespan', while 'I makespan' has a higher value than 'F makespan', while 'J makespan' has a higher value than 'F makespan', while 'L makespan' has a higher value than 'F makespan', while 'N makespan' has a higher value than 'F makespan', while 'O makespan' has a higher value than 'F makespan', while 'P makespan' has a higher value than 'F makespan', while 'R makespan' has a higher value than 'F makespan', while 'T makespan' has a higher value than 'F makespan'. 'F makespan' has value '10.1', while 'D makespan' has value '31.4'. 'F number of tasks' has value '5.3', while 'D number of tasks' has value '4.5'. 'F cost' has value '15.6', while 'D cost' has value '42.9'. 'D makespan' has a higher value than 'E makespan', and 'H makespan', and also has a higher value than 'I makespan', and also has a higher value than 'J makespan', and also has a higher value than 'L makespan', and also has a higher value than 'N makespan', and also has a higher value than 'O makespan', and also has a higher value than 'P makespan', and also has a higher value than 'R makespan', and also has a higher value than 'T makespan', and 'L number of tasks' has a higher value than 'D number of tasks', and 'D cost' has a higher value than 'A cost', and 'B cost', and also has a higher value than 'H cost', and also has a higher value than 'I cost', and also has a higher value than 'J cost', and also has a higher value than 'L cost', and also has a higher value than 'N cost', and also has a higher value than 'O cost', and also has a higher value than 'P cost', and also has a higher value than 'R cost', and also has a higher value than 'T cost', and 'F number of tasks' has a higher value than 'L number of tasks', and 'S number of tasks', and 'A cost' has a higher value than 'F cost', and 'B cost' has a higher value than 'F cost', and 'H cost' has a higher value than 'F cost', and 'I cost' has a higher value than 'F cost', and 'J cost' has a higher value than 'F cost', and 'L cost' has a higher value than 'F cost', and 'N cost' has a higher value than 'F cost', and 'O cost' has a higher value than 'F cost', and 'P cost' has a higher value than 'F cost', and 'R cost' has a higher value than 'F cost', and 'T cost' has a higher value than 'F cost'. 'B' is slower plan than 'F', and 'E' is slower plan than 'F', and 'P' is slower plan than 'F'. 'D number of tasks' has the same value as 'S number of tasks'. 'A' is more expensive plan than 'F'. 'B' is worse plan than 'F'. 
"
pair_56,"'D' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'G'. 'D' has expected makespan 'D makespan', which has a lower value than 'G makespan'; while 'G' has expected makespan 'G makespan'. 'D' has number of tasks 'D number of tasks', which has a lower value than 'G number of tasks'; while 'G' has number of tasks 'G number of tasks'. 'D' has cost 'D cost', which has a lower value than 'G cost'; while 'G' has cost 'G cost'. 'D' is faster plan than 'A' and 'K' and 'S'. 'D' is shorter plan than 'F' and 'L' and 'N'. 'D' is cheaper plan than 'K' and 'S'. 'D' is plan with same number of tasks as 'S'. 'A makespan' has a lower value than 'G makespan', while 'D makespan' has a lower value than 'A makespan', while 'K makespan' has a lower value than 'G makespan', while 'S makespan' has a lower value than 'G makespan'. 'G makespan' has value '44.9', while 'D makespan' has value '31.4'. 'G number of tasks' has value '5.8', while 'D number of tasks' has value '4.5'. 'G cost' has value '58.9', while 'D cost' has value '42.9'. 'D makespan' has a lower value than 'K makespan', and 'S makespan', and 'D number of tasks' has a lower value than 'F number of tasks', and 'L number of tasks', and also has a lower value than 'N number of tasks', and 'D cost' has a lower value than 'K cost', and 'S cost', and 'F number of tasks' has a lower value than 'G number of tasks', and 'L number of tasks' has a lower value than 'G number of tasks', and 'N number of tasks' has a lower value than 'G number of tasks', and 'S number of tasks' has a lower value than 'G number of tasks', and 'K cost' has a lower value than 'G cost', and 'S cost' has a lower value than 'G cost'. 'D number of tasks' has the same value as 'S number of tasks'. 'A' is faster plan than 'G'. 'A' is better plan than 'G'. 
"
pair_57,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'H'. 'D' is more expensive plan than 'B' and 'I' and 'L' and 'N' and 'R' and 'T'. 'D' is longer plan than 'I' and 'K' and 'P' and 'R'. 'D' has expected makespan 'D makespan', which has a higher value than 'H makespan'; while 'H' has expected makespan 'H makespan'. 'D' has number of tasks 'D number of tasks', which has a higher value than 'H number of tasks'; while 'H' has number of tasks 'H number of tasks'. 'D' has cost 'D cost', which has a higher value than 'H cost'; while 'H' has cost 'H cost'. 'D' is slower plan than 'I' and 'N' and 'R'. 'D' is worse plan than 'I' and 'P' and 'R'. 'D' is plan with same number of tasks as 'S'. 'I makespan' has a higher value than 'H makespan', while 'D makespan' has a higher value than 'I makespan', while 'N makespan' has a higher value than 'H makespan', while 'R makespan' has a higher value than 'H makespan'. 'H makespan' has value '25.7', while 'D makespan' has value '31.4'. 'H number of tasks' has value '3.4', while 'D number of tasks' has value '4.5'. 'H cost' has value '31.1', while 'D cost' has value '42.9'. 'D makespan' has a higher value than 'N makespan', and 'R makespan', and 'D number of tasks' has a higher value than 'I number of tasks', and 'K number of tasks', and also has a higher value than 'P number of tasks', and also has a higher value than 'R number of tasks', and 'D cost' has a higher value than 'B cost', and 'I cost', and also has a higher value than 'L cost', and also has a higher value than 'N cost', and also has a higher value than 'R cost', and also has a higher value than 'T cost', and 'I number of tasks' has a higher value than 'H number of tasks', and 'K number of tasks' has a higher value than 'H number of tasks', and 'P number of tasks' has a higher value than 'H number of tasks', and 'R number of tasks' has a higher value than 'H number of tasks', and 'S number of tasks' has a higher value than 'H number of tasks', and 'B cost' has a higher value than 'H cost', and 'I cost' has a higher value than 'H cost', and 'L cost' has a higher value than 'H cost', and 'N cost' has a higher value than 'H cost', and 'R cost' has a higher value than 'H cost', and 'T cost' has a higher value than 'H cost'. 'D number of tasks' has the same value as 'S number of tasks'. 
"
pair_58,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'I'. 'D' has expected makespan 'D makespan', which has a higher value than 'I makespan'; while 'I' has expected makespan 'I makespan'. 'D' has number of tasks 'D number of tasks', which has a higher value than 'I number of tasks'; while 'I' has number of tasks 'I number of tasks'. 'D' has cost 'D cost', which has a higher value than 'I cost'; while 'I' has cost 'I cost'. 'D' is slower plan than 'N' and 'R'. 'D' is more expensive plan than 'N'. 'D' is worse plan than 'R'. 'D' is plan with same number of tasks as 'S'. 'I' is plan with same cost as 'N'. 'N makespan' has a higher value than 'I makespan', while 'D makespan' has a higher value than 'N makespan', while 'R makespan' has a higher value than 'I makespan'. 'I makespan' has value '26.6', while 'D makespan' has value '31.4'. 'I number of tasks' has value '4.2', while 'D number of tasks' has value '4.5'. 'I cost' has value '41.8', while 'D cost' has value '42.9'. 'D makespan' has a higher value than 'R makespan', and 'D cost' has a higher value than 'N cost', and 'S number of tasks' has a higher value than 'I number of tasks'. 'D number of tasks' has the same value as 'S number of tasks', and 'N cost' has the same value as 'I cost'. 
"
pair_59,"'D' is more expensive plan than and is shorter plan than and is slower plan than 'J'. 'D' is slower plan than 'B' and 'H' and 'I' and 'L' and 'N' and 'O' and 'R' and 'T'. 'D' is more expensive plan than 'B' and 'H' and 'I' and 'L' and 'N' and 'R' and 'T'. 'D' is shorter plan than 'C' and 'F' and 'G' and 'L' and 'N' and 'Q' and 'T'. 'D' is better plan than 'C' and 'G' and 'Q'; while 'J' is better plan than 'B'. 'D' has expected makespan 'D makespan', which has a higher value than 'J makespan'; while 'J' has expected makespan 'J makespan'. 'D' has number of tasks 'D number of tasks'; while 'J' has number of tasks 'J number of tasks', which has a higher value than 'D number of tasks'. 'D' has cost 'D cost', which has a higher value than 'J cost'; while 'J' has cost 'J cost'. 'D' is plan with same number of tasks as 'S'. 'B makespan' has a higher value than 'J makespan', while 'D makespan' has a higher value than 'B makespan', while 'H makespan' has a higher value than 'J makespan', while 'I makespan' has a higher value than 'J makespan', while 'L makespan' has a higher value than 'J makespan', while 'N makespan' has a higher value than 'J makespan', while 'O makespan' has a higher value than 'J makespan', while 'R makespan' has a higher value than 'J makespan', while 'T makespan' has a higher value than 'J makespan'. 'J makespan' has value '18.3', while 'D makespan' has value '31.4'. 'J number of tasks' has value '6.9', while 'D number of tasks' has value '4.5'. 'J cost' has value '28.5', while 'D cost' has value '42.9'. 'D makespan' has a higher value than 'H makespan', and 'I makespan', and also has a higher value than 'L makespan', and also has a higher value than 'N makespan', and also has a higher value than 'O makespan', and also has a higher value than 'R makespan', and also has a higher value than 'T makespan', and 'C number of tasks' has a higher value than 'D number of tasks', and 'F number of tasks' has a higher value than 'D number of tasks', and 'G number of tasks' has a higher value than 'D number of tasks', and 'L number of tasks' has a higher value than 'D number of tasks', and 'N number of tasks' has a higher value than 'D number of tasks', and 'Q number of tasks' has a higher value than 'D number of tasks', and 'T number of tasks' has a higher value than 'D number of tasks', and 'D cost' has a higher value than 'B cost', and 'H cost', and also has a higher value than 'I cost', and also has a higher value than 'L cost', and also has a higher value than 'N cost', and also has a higher value than 'R cost', and also has a higher value than 'T cost', and 'J number of tasks' has a higher value than 'C number of tasks', and 'F number of tasks', and also has a higher value than 'G number of tasks', and also has a higher value than 'L number of tasks', and also has a higher value than 'N number of tasks', and also has a higher value than 'Q number of tasks', and also has a higher value than 'S number of tasks', and also has a higher value than 'T number of tasks', and 'B cost' has a higher value than 'J cost', and 'H cost' has a higher value than 'J cost', and 'I cost' has a higher value than 'J cost', and 'L cost' has a higher value than 'J cost', and 'N cost' has a higher value than 'J cost', and 'R cost' has a higher value than 'J cost', and 'T cost' has a higher value than 'J cost'. 'H' is better plan than 'D', and 'I' is better plan than 'D', and 'O' is better plan than 'D', and 'R' is better plan than 'D'. 'D number of tasks' has the same value as 'S number of tasks'. 'B' is slower plan than 'J'. 
"
pair_60,"'D' is cheaper plan than and is longer plan than and is faster plan than 'K'. 'D' is worse plan than 'I' and 'P' and 'R'; while 'K' is worse plan than 'A'. 'D' has expected makespan 'D makespan', which has a lower value than 'K makespan'; while 'K' has expected makespan 'K makespan'. 'D' has number of tasks 'D number of tasks'; while 'K' has number of tasks 'K number of tasks', which has a lower value than 'D number of tasks'. 'D' has cost 'D cost', which has a lower value than 'K cost'; while 'K' has cost 'K cost'. 'D' is longer plan than 'I' and 'P' and 'R'. 'D' is faster plan than 'A' and 'S'. 'D' is cheaper plan than 'S'. 'D' is plan with same number of tasks as 'S'. 'A makespan' has a lower value than 'K makespan', while 'D makespan' has a lower value than 'A makespan', while 'S makespan' has a lower value than 'K makespan'. 'K makespan' has value '38.1', while 'D makespan' has value '31.4'. 'K number of tasks' has value '3.5', while 'D number of tasks' has value '4.5'. 'K cost' has value '50.1', while 'D cost' has value '42.9'. 'D makespan' has a lower value than 'S makespan', and 'I number of tasks' has a lower value than 'D number of tasks', and 'P number of tasks' has a lower value than 'D number of tasks', and 'R number of tasks' has a lower value than 'D number of tasks', and 'D cost' has a lower value than 'S cost', and 'K number of tasks' has a lower value than 'I number of tasks', and 'P number of tasks', and also has a lower value than 'R number of tasks', and also has a lower value than 'S number of tasks', and 'S cost' has a lower value than 'K cost'. 'D number of tasks' has the same value as 'S number of tasks'. 'A' is faster plan than 'K'. 
"
pair_61,"'D' is more expensive plan than and is shorter plan than and is slower plan than 'L'. 'D' is more expensive plan than 'B' and 'I' and 'N' and 'R' and 'T'. 'D' is slower plan than 'H' and 'I' and 'N' and 'R'. 'D' has expected makespan 'D makespan', which has a higher value than 'L makespan'; while 'L' has expected makespan 'L makespan'. 'D' has number of tasks 'D number of tasks'; while 'L' has number of tasks 'L number of tasks', which has a higher value than 'D number of tasks'. 'D' has cost 'D cost', which has a higher value than 'L cost'; while 'L' has cost 'L cost'. 'D' is worse plan than 'H' and 'I' and 'R'. 'D' is plan with same number of tasks as 'S'. 'H makespan' has a higher value than 'L makespan', while 'D makespan' has a higher value than 'H makespan', while 'I makespan' has a higher value than 'L makespan', while 'N makespan' has a higher value than 'L makespan', while 'R makespan' has a higher value than 'L makespan'. 'L makespan' has value '23.9', while 'D makespan' has value '31.4'. 'L number of tasks' has value '4.7', while 'D number of tasks' has value '4.5'. 'L cost' has value '32.4', while 'D cost' has value '42.9'. 'D makespan' has a higher value than 'I makespan', and 'N makespan', and also has a higher value than 'R makespan', and 'D cost' has a higher value than 'B cost', and 'I cost', and also has a higher value than 'N cost', and also has a higher value than 'R cost', and also has a higher value than 'T cost', and 'L number of tasks' has a higher value than 'S number of tasks', and 'B cost' has a higher value than 'L cost', and 'I cost' has a higher value than 'L cost', and 'N cost' has a higher value than 'L cost', and 'R cost' has a higher value than 'L cost', and 'T cost' has a higher value than 'L cost'. 'D number of tasks' has the same value as 'S number of tasks'. 
"
pair_62,"'D' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'M'. 'D' is shorter plan than 'B' and 'C' and 'F' and 'G' and 'J' and 'L' and 'N' and 'Q' and 'T'. 'D' is faster plan than 'A' and 'C' and 'G' and 'K' and 'Q' and 'S'. 'D' is cheaper plan than 'C' and 'G' and 'K' and 'Q' and 'S'. 'D' has expected makespan 'D makespan', which has a lower value than 'M makespan'; while 'M' has expected makespan 'M makespan'. 'D' has number of tasks 'D number of tasks', which has a lower value than 'M number of tasks'; while 'M' has number of tasks 'M number of tasks'. 'D' has cost 'D cost', which has a lower value than 'M cost'; while 'M' has cost 'M cost'. 'D' is better plan than 'C' and 'G' and 'Q'. 'D' is plan with same number of tasks as 'S'. 'A makespan' has a lower value than 'M makespan', while 'D makespan' has a lower value than 'A makespan', while 'C makespan' has a lower value than 'M makespan', while 'G makespan' has a lower value than 'M makespan', while 'K makespan' has a lower value than 'M makespan', while 'Q makespan' has a lower value than 'M makespan', while 'S makespan' has a lower value than 'M makespan'. 'M makespan' has value '51.3', while 'D makespan' has value '31.4'. 'M number of tasks' has value '7.1', while 'D number of tasks' has value '4.5'. 'M cost' has value '72.3', while 'D cost' has value '42.9'. 'D makespan' has a lower value than 'C makespan', and 'G makespan', and also has a lower value than 'K makespan', and also has a lower value than 'Q makespan', and also has a lower value than 'S makespan', and 'D number of tasks' has a lower value than 'B number of tasks', and 'C number of tasks', and also has a lower value than 'F number of tasks', and also has a lower value than 'G number of tasks', and also has a lower value than 'J number of tasks', and also has a lower value than 'L number of tasks', and also has a lower value than 'N number of tasks', and also has a lower value than 'Q number of tasks', and also has a lower value than 'T number of tasks', and 'D cost' has a lower value than 'C cost', and 'G cost', and also has a lower value than 'K cost', and also has a lower value than 'Q cost', and also has a lower value than 'S cost', and 'B number of tasks' has a lower value than 'M number of tasks', and 'C number of tasks' has a lower value than 'M number of tasks', and 'F number of tasks' has a lower value than 'M number of tasks', and 'G number of tasks' has a lower value than 'M number of tasks', and 'J number of tasks' has a lower value than 'M number of tasks', and 'L number of tasks' has a lower value than 'M number of tasks', and 'N number of tasks' has a lower value than 'M number of tasks', and 'Q number of tasks' has a lower value than 'M number of tasks', and 'S number of tasks' has a lower value than 'M number of tasks', and 'T number of tasks' has a lower value than 'M number of tasks', and 'C cost' has a lower value than 'M cost', and 'G cost' has a lower value than 'M cost', and 'K cost' has a lower value than 'M cost', and 'Q cost' has a lower value than 'M cost', and 'S cost' has a lower value than 'M cost'. 'A' is better plan than 'M', and 'B' is better plan than 'M', and 'C' is better plan than 'M', and 'Q' is better plan than 'M'. 'A' is faster plan than 'M', and 'C' is faster plan than 'M'. 'D number of tasks' has the same value as 'S number of tasks'. 'B' is shorter plan than 'M'. 'C' is cheaper plan than 'M'. 
"
pair_63,"'D' is more expensive plan than and is shorter plan than and is slower plan than 'N'. 'D' has expected makespan 'D makespan', which has a higher value than 'N makespan'; while 'N' has expected makespan 'N makespan'. 'D' has number of tasks 'D number of tasks'; while 'N' has number of tasks 'N number of tasks', which has a higher value than 'D number of tasks'. 'D' has cost 'D cost', which has a higher value than 'N cost'; while 'N' has cost 'N cost'. 'D' is shorter plan than 'F' and 'L'. 'D' is more expensive plan than 'I'. 'D' is worse plan than 'I'. 'D' is plan with same number of tasks as 'S'. 'N' is plan with same cost as 'I'. 'N number of tasks' has a higher value than 'F number of tasks', and 'L number of tasks', and also has a higher value than 'S number of tasks', while 'F number of tasks' has a higher value than 'D number of tasks', while 'L number of tasks' has a higher value than 'D number of tasks', while 'D number of tasks' has the same value as 'S number of tasks'. 'N makespan' has value '29.6', while 'D makespan' has value '31.4'. 'N number of tasks' has value '5.5', while 'D number of tasks' has value '4.5'. 'N cost' has value '41.8', while 'D cost' has value '42.9'. 'D cost' has a higher value than 'I cost'. 'I cost' has the same value as 'N cost'. 
"
pair_64,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'O'. 'D' is more expensive plan than 'A' and 'B' and 'H' and 'I' and 'J' and 'L' and 'N' and 'P' and 'R' and 'T'. 'D' is longer plan than 'A' and 'E' and 'H' and 'I' and 'K' and 'P' and 'R'. 'D' is slower plan than 'B' and 'H' and 'I' and 'L' and 'N' and 'R' and 'T'. 'D' is worse plan than 'E' and 'H' and 'I' and 'P' and 'R'. 'D' has expected makespan 'D makespan', which has a higher value than 'O makespan'; while 'O' has expected makespan 'O makespan'. 'D' has number of tasks 'D number of tasks', which has a higher value than 'O number of tasks'; while 'O' has number of tasks 'O number of tasks'. 'D' has cost 'D cost', which has a higher value than 'O cost'; while 'O' has cost 'O cost'. 'D' is plan with same number of tasks as 'S'. 'B makespan' has a higher value than 'O makespan', while 'D makespan' has a higher value than 'B makespan', while 'H makespan' has a higher value than 'O makespan', while 'I makespan' has a higher value than 'O makespan', while 'L makespan' has a higher value than 'O makespan', while 'N makespan' has a higher value than 'O makespan', while 'R makespan' has a higher value than 'O makespan', while 'T makespan' has a higher value than 'O makespan'. 'O makespan' has value '20.9', while 'D makespan' has value '31.4'. 'O number of tasks' has value '2.3', while 'D number of tasks' has value '4.5'. 'O cost' has value '17.9', while 'D cost' has value '42.9'. 'D makespan' has a higher value than 'H makespan', and 'I makespan', and also has a higher value than 'L makespan', and also has a higher value than 'N makespan', and also has a higher value than 'R makespan', and also has a higher value than 'T makespan', and 'D number of tasks' has a higher value than 'A number of tasks', and 'E number of tasks', and also has a higher value than 'H number of tasks', and also has a higher value than 'I number of tasks', and also has a higher value than 'K number of tasks', and also has a higher value than 'P number of tasks', and also has a higher value than 'R number of tasks', and 'D cost' has a higher value than 'A cost', and 'B cost', and also has a higher value than 'H cost', and also has a higher value than 'I cost', and also has a higher value than 'J cost', and also has a higher value than 'L cost', and also has a higher value than 'N cost', and also has a higher value than 'P cost', and also has a higher value than 'R cost', and also has a higher value than 'T cost', and 'A number of tasks' has a higher value than 'O number of tasks', and 'E number of tasks' has a higher value than 'O number of tasks', and 'H number of tasks' has a higher value than 'O number of tasks', and 'I number of tasks' has a higher value than 'O number of tasks', and 'K number of tasks' has a higher value than 'O number of tasks', and 'P number of tasks' has a higher value than 'O number of tasks', and 'R number of tasks' has a higher value than 'O number of tasks', and 'S number of tasks' has a higher value than 'O number of tasks', and 'A cost' has a higher value than 'O cost', and 'B cost' has a higher value than 'O cost', and 'H cost' has a higher value than 'O cost', and 'I cost' has a higher value than 'O cost', and 'J cost' has a higher value than 'O cost', and 'L cost' has a higher value than 'O cost', and 'N cost' has a higher value than 'O cost', and 'P cost' has a higher value than 'O cost', and 'R cost' has a higher value than 'O cost', and 'T cost' has a higher value than 'O cost'. 'A' is longer plan than 'O', and 'E' is longer plan than 'O'. 'A' is worse plan than 'O', and 'B' is worse plan than 'O'. 'D number of tasks' has the same value as 'S number of tasks'. 'A' is more expensive plan than 'O'. 'B' is slower plan than 'O'. 
"
