Pair ID,Explanation
pair_10,"'A' is cheaper plan than and is shorter plan than and is slower plan than 'L'. 'A' is shorter plan than 'D' and 'H' and 'I' and 'K' and 'P' and 'R' and 'S'. 'A' is slower plan than 'D' and 'H' and 'I' and 'N' and 'R'. 'A' is better plan than 'K' and 'S'; while 'L' is better plan than 'N'. 'A' has expected makespan 'A makespan'; while 'L' has expected makespan 'L makespan'. 'A' has number of tasks 'A number of tasks'; while 'L' has number of tasks 'L number of tasks'. 'A' has cost 'A cost'; while 'L' has cost 'L cost'. 'A' is cheaper plan than 'H' and 'J'. 'D' is shorter plan than 'L', and 'H' is shorter plan than 'L', and 'I' is shorter plan than 'L', and 'K' is shorter plan than 'L', and 'P' is shorter plan than 'L', and 'R' is shorter plan than 'L', and 'S' is shorter plan than 'L'. 'D' is slower plan than 'L', and 'H' is slower plan than 'L', and 'I' is slower plan than 'L', and 'N' is slower plan than 'L', and 'R' is slower plan than 'L'. 'H' is cheaper plan than 'L', and 'J' is cheaper plan than 'L'. 'P' is better plan than 'L'. 
"
pair_11,"'A' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'M'. 'A' is shorter plan than 'B' and 'C' and 'D' and 'F' and 'G' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'P' and 'Q' and 'R' and 'S' and 'T'. 'A' is cheaper plan than 'B' and 'C' and 'D' and 'G' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'Q' and 'R' and 'S' and 'T'. 'A' is faster plan than 'C' and 'G' and 'K' and 'Q' and 'S'. 'A' is better plan than 'C' and 'G' and 'K' and 'Q' and 'S'. 'A' has expected makespan 'A makespan'; while 'M' has expected makespan 'M makespan'. 'A' has number of tasks 'A number of tasks'; while 'M' has number of tasks 'M number of tasks'. 'A' has cost 'A cost'; while 'M' has cost 'M cost'. 'B' is shorter plan than 'M', and 'C' is shorter plan than 'M', and 'D' is shorter plan than 'M', and 'F' is shorter plan than 'M', and 'G' is shorter plan than 'M', and 'H' is shorter plan than 'M', and 'I' is shorter plan than 'M', and 'J' is shorter plan than 'M', and 'K' is shorter plan than 'M', and 'L' is shorter plan than 'M', and 'N' is shorter plan than 'M', and 'P' is shorter plan than 'M', and 'Q' is shorter plan than 'M', and 'R' is shorter plan than 'M', and 'S' is shorter plan than 'M', and 'T' is shorter plan than 'M'. 'B' is better plan than 'M', and 'C' is better plan than 'M', and 'D' is better plan than 'M', and 'F' is better plan than 'M', and 'G' is better plan than 'M', and 'H' is better plan than 'M', and 'I' is better plan than 'M', and 'J' is better plan than 'M', and 'K' is better plan than 'M', and 'L' is better plan than 'M', and 'N' is better plan than 'M', and 'P' is better plan than 'M', and 'Q' is better plan than 'M', and 'R' is better plan than 'M', and 'S' is better plan than 'M', and 'T' is better plan than 'M'. 'B' is cheaper plan than 'M', and 'C' is cheaper plan than 'M', and 'D' is cheaper plan than 'M', and 'G' is cheaper plan than 'M', and 'H' is cheaper plan than 'M', and 'I' is cheaper plan than 'M', and 'J' is cheaper plan than 'M', and 'K' is cheaper plan than 'M', and 'L' is cheaper plan than 'M', and 'N' is cheaper plan than 'M', and 'Q' is cheaper plan than 'M', and 'R' is cheaper plan than 'M', and 'S' is cheaper plan than 'M', and 'T' is cheaper plan than 'M'. 'C' is faster plan than 'M', and 'G' is faster plan than 'M', and 'K' is faster plan than 'M', and 'Q' is faster plan than 'M', and 'S' is faster plan than 'M'. 
"
pair_12,"'A' is cheaper plan than and is shorter plan than and is slower plan than 'N'. 'A' is shorter plan than 'D' and 'F' and 'H' and 'I' and 'K' and 'L' and 'P' and 'R' and 'S'. 'A' is cheaper plan than 'B' and 'H' and 'I' and 'J' and 'L' and 'R' and 'T'. 'A' has expected makespan 'A makespan'; while 'N' has expected makespan 'N makespan'. 'A' has number of tasks 'A number of tasks'; while 'N' has number of tasks 'N number of tasks'. 'A' has cost 'A cost'; while 'N' has cost 'N cost'. 'A' is better plan than 'K' and 'S'. 'A' is slower plan than 'D'. 'N' is plan with same cost as 'I'. 'D' is shorter plan than 'N', and 'F' is shorter plan than 'N', and 'H' is shorter plan than 'N', and 'I' is shorter plan than 'N', and 'K' is shorter plan than 'N', and 'L' is shorter plan than 'N', and 'P' is shorter plan than 'N', and 'R' is shorter plan than 'N', and 'S' is shorter plan than 'N'. 'B' is cheaper plan than 'N', and 'H' is cheaper plan than 'N', and 'J' is cheaper plan than 'N', and 'L' is cheaper plan than 'N', and 'R' is cheaper plan than 'N', and 'T' is cheaper plan than 'N'. 'F' is better plan than 'N', and 'H' is better plan than 'N', and 'L' is better plan than 'N', and 'P' is better plan than 'N', and 'R' is better plan than 'N'. 'D' is slower plan than 'N'. 
"
pair_13,"'A' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'O'. 'A' is slower plan than 'B' and 'D' and 'H' and 'I' and 'L' and 'N' and 'R' and 'T'. 'A' has expected makespan 'A makespan'; while 'O' has expected makespan 'O makespan'. 'A' has number of tasks 'A number of tasks'; while 'O' has number of tasks 'O number of tasks'. 'A' has cost 'A cost'; while 'O' has cost 'O cost'. 'A' is longer plan than 'E'. 'A' is worse plan than 'E'. 'A' is more expensive plan than 'P'. 'B' is slower plan than 'O', and 'D' is slower plan than 'O', and 'H' is slower plan than 'O', and 'I' is slower plan than 'O', and 'L' is slower plan than 'O', and 'N' is slower plan than 'O', and 'R' is slower plan than 'O', and 'T' is slower plan than 'O'. 'B' is worse plan than 'O', and 'D' is worse plan than 'O', and 'H' is worse plan than 'O', and 'I' is worse plan than 'O', and 'L' is worse plan than 'O', and 'N' is worse plan than 'O', and 'R' is worse plan than 'O', and 'T' is worse plan than 'O'. 'E' is longer plan than 'O'. 'P' is more expensive plan than 'O'. 
"
pair_14,"'A' is more expensive plan than and is shorter plan than and is slower plan than 'P'. 'A' is slower plan than 'B' and 'D' and 'E' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'R' and 'T'. 'A' has expected makespan 'A makespan'; while 'P' has expected makespan 'P makespan'. 'A' has number of tasks 'A number of tasks'; while 'P' has number of tasks 'P number of tasks'. 'A' has cost 'A cost'; while 'P' has cost 'P cost'. 'A' is worse plan than 'E' and 'O'. 'A' is shorter plan than 'H' and 'K'. 'B' is slower plan than 'P', and 'D' is slower plan than 'P', and 'E' is slower plan than 'P', and 'H' is slower plan than 'P', and 'I' is slower plan than 'P', and 'J' is slower plan than 'P', and 'L' is slower plan than 'P', and 'N' is slower plan than 'P', and 'O' is slower plan than 'P', and 'R' is slower plan than 'P', and 'T' is slower plan than 'P'. 'K' is worse plan than 'A', and 'B' is worse plan than 'P', and 'D' is worse plan than 'P', and 'I' is worse plan than 'P', and 'J' is worse plan than 'P', and 'L' is worse plan than 'P', and 'N' is worse plan than 'P', and 'R' is worse plan than 'P', and 'T' is worse plan than 'P'. 'H' is shorter plan than 'P', and 'K' is shorter plan than 'P'. 
"
pair_15,"'A' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'Q'. 'A' is shorter plan than 'C' and 'D' and 'F' and 'G' and 'H' and 'I' and 'K' and 'L' and 'N' and 'P' and 'R' and 'S' and 'T'. 'A' is cheaper plan than 'B' and 'D' and 'G' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'R' and 'S' and 'T'. 'A' is better plan than 'C' and 'G' and 'K' and 'S'. 'A' is faster plan than 'G' and 'K' and 'S'. 'A' has expected makespan 'A makespan'; while 'Q' has expected makespan 'Q makespan'. 'A' has number of tasks 'A number of tasks'; while 'Q' has number of tasks 'Q number of tasks'. 'A' has cost 'A cost'; while 'Q' has cost 'Q cost'. 'C' is shorter plan than 'Q', and 'D' is shorter plan than 'Q', and 'F' is shorter plan than 'Q', and 'G' is shorter plan than 'Q', and 'H' is shorter plan than 'Q', and 'I' is shorter plan than 'Q', and 'K' is shorter plan than 'Q', and 'L' is shorter plan than 'Q', and 'N' is shorter plan than 'Q', and 'P' is shorter plan than 'Q', and 'R' is shorter plan than 'Q', and 'S' is shorter plan than 'Q', and 'T' is shorter plan than 'Q'. 'B' is cheaper plan than 'Q', and 'D' is cheaper plan than 'Q', and 'G' is cheaper plan than 'Q', and 'H' is cheaper plan than 'Q', and 'I' is cheaper plan than 'Q', and 'J' is cheaper plan than 'Q', and 'K' is cheaper plan than 'Q', and 'L' is cheaper plan than 'Q', and 'N' is cheaper plan than 'Q', and 'R' is cheaper plan than 'Q', and 'S' is cheaper plan than 'Q', and 'T' is cheaper plan than 'Q'. 'D' is better plan than 'Q', and 'F' is better plan than 'Q', and 'G' is better plan than 'Q', and 'H' is better plan than 'Q', and 'I' is better plan than 'Q', and 'K' is better plan than 'Q', and 'L' is better plan than 'Q', and 'N' is better plan than 'Q', and 'P' is better plan than 'Q', and 'R' is better plan than 'Q', and 'S' is better plan than 'Q', and 'T' is better plan than 'Q'. 'G' is faster plan than 'Q', and 'K' is faster plan than 'Q', and 'S' is faster plan than 'Q'. 
"
pair_16,"'A' is cheaper plan than and is shorter plan than and is slower plan than 'R'. 'A' is cheaper plan than 'H' and 'J' and 'L' and 'T'. 'A' is shorter plan than 'H' and 'K' and 'P'. 'A' is better plan than 'K'; while 'R' is better plan than 'D' and 'N'. 'A' has expected makespan 'A makespan'; while 'R' has expected makespan 'R makespan'. 'A' has number of tasks 'A number of tasks'; while 'R' has number of tasks 'R number of tasks'. 'A' has cost 'A cost'; while 'R' has cost 'R cost'. 'A' is slower plan than 'D' and 'N'. 'H' is cheaper plan than 'R', and 'J' is cheaper plan than 'R', and 'L' is cheaper plan than 'R', and 'T' is cheaper plan than 'R'. 'H' is shorter plan than 'R', and 'K' is shorter plan than 'R', and 'P' is shorter plan than 'R'. 'D' is slower plan than 'R', and 'N' is slower plan than 'R'. 'H' is better plan than 'R', and 'P' is better plan than 'R'. 
"
pair_17,"'A' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'S'. 'A' is cheaper plan than 'B' and 'D' and 'H' and 'I' and 'J' and 'L' and 'N' and 'R' and 'T'. 'A' is shorter plan than 'D' and 'H' and 'I' and 'K' and 'P' and 'R'. 'A' has expected makespan 'A makespan'; while 'S' has expected makespan 'S makespan'. 'A' has number of tasks 'A number of tasks'; while 'S' has number of tasks 'S number of tasks'. 'A' has cost 'A cost'; while 'S' has cost 'S cost'. 'A' is better plan than 'K'. 'S' is plan with same number of tasks as 'D'. 'B' is cheaper plan than 'S', and 'D' is cheaper plan than 'S', and 'H' is cheaper plan than 'S', and 'I' is cheaper plan than 'S', and 'J' is cheaper plan than 'S', and 'L' is cheaper plan than 'S', and 'N' is cheaper plan than 'S', and 'R' is cheaper plan than 'S', and 'T' is cheaper plan than 'S'. 'H' is shorter plan than 'S', and 'I' is shorter plan than 'S', and 'K' is shorter plan than 'S', and 'P' is shorter plan than 'S', and 'R' is shorter plan than 'S'. 'H' is better plan than 'S', and 'I' is better plan than 'S', and 'P' is better plan than 'S', and 'R' is better plan than 'S'. 
"
pair_18,"'A' is cheaper plan than and is shorter plan than and is slower plan than 'T'. 'A' is shorter plan than 'C' and 'D' and 'F' and 'G' and 'H' and 'I' and 'K' and 'L' and 'N' and 'P' and 'R' and 'S'. 'A' is slower plan than 'D' and 'H' and 'I' and 'L' and 'N' and 'R'. 'A' is better plan than 'C' and 'G' and 'K' and 'S'. 'A' is cheaper plan than 'H' and 'J' and 'L'. 'A' has expected makespan 'A makespan'; while 'T' has expected makespan 'T makespan'. 'A' has number of tasks 'A number of tasks'; while 'T' has number of tasks 'T number of tasks'. 'A' has cost 'A cost'; while 'T' has cost 'T cost'. 'C' is shorter plan than 'T', and 'D' is shorter plan than 'T', and 'F' is shorter plan than 'T', and 'G' is shorter plan than 'T', and 'H' is shorter plan than 'T', and 'I' is shorter plan than 'T', and 'K' is shorter plan than 'T', and 'L' is shorter plan than 'T', and 'N' is shorter plan than 'T', and 'P' is shorter plan than 'T', and 'R' is shorter plan than 'T', and 'S' is shorter plan than 'T'. 'D' is slower plan than 'T', and 'H' is slower plan than 'T', and 'I' is slower plan than 'T', and 'L' is slower plan than 'T', and 'N' is slower plan than 'T', and 'R' is slower plan than 'T'. 'H' is cheaper plan than 'T', and 'J' is cheaper plan than 'T', and 'L' is cheaper plan than 'T'. 'F' is better plan than 'T', and 'P' is better plan than 'T'. 
"
pair_19,"'B' is cheaper plan than and is longer plan than and is faster plan than 'C'. 'B' is faster plan than 'A' and 'D' and 'G' and 'H' and 'I' and 'K' and 'L' and 'N' and 'Q' and 'R' and 'S' and 'T'. 'B' is worse plan than 'J'; while 'C' is worse plan than 'A' and 'D' and 'G' and 'H' and 'I' and 'K' and 'L' and 'N' and 'R' and 'S'. 'B' is cheaper plan than 'D' and 'G' and 'I' and 'K' and 'N' and 'Q' and 'S'. 'B' is longer plan than 'J' and 'Q' and 'T'. 'B' has expected makespan 'B makespan'; while 'C' has expected makespan 'C makespan'. 'B' has number of tasks 'B number of tasks'; while 'C' has number of tasks 'C number of tasks'. 'B' has cost 'B cost'; while 'C' has cost 'C cost'. 'A' is faster plan than 'C', and 'D' is faster plan than 'C', and 'G' is faster plan than 'C', and 'H' is faster plan than 'C', and 'I' is faster plan than 'C', and 'K' is faster plan than 'C', and 'L' is faster plan than 'C', and 'N' is faster plan than 'C', and 'Q' is faster plan than 'C', and 'R' is faster plan than 'C', and 'S' is faster plan than 'C', and 'T' is faster plan than 'C'. 'D' is cheaper plan than 'C', and 'G' is cheaper plan than 'C', and 'I' is cheaper plan than 'C', and 'K' is cheaper plan than 'C', and 'N' is cheaper plan than 'C', and 'Q' is cheaper plan than 'C', and 'S' is cheaper plan than 'C'. 'J' is longer plan than 'C', and 'Q' is longer plan than 'C', and 'T' is longer plan than 'C'. 
"
